年,年,凭证号,分录号,摘要,科目编码,科目名称,辅助项,币种, 借方 ,贷方
07,31,记账-0241,167,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：SBT虚拟仿真训练系统】,人民币, 4.80 ,
07,31,记账-0241,168,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：障碍物智能评估系统】,人民币, 11.00 ,
07,31,记账-0241,169,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：电科27所试验数据服务系统】,人民币, 2.69 ,
07,31,记账-0241,170,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：大电力板块（包含风电+输电体系）】,人民币, 9.60 ,
07,31,记账-0241,171,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：中国商飞模拟器及训练产品销售项目】,人民币, 11.00 ,
07,31,记账-0241,172,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：通航训练器产品】,人民币, 6.69 ,
07,31,记账-0241,173,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：培训销售部】【软件项目辅助核算：海航大VR实训交互系统项目】,人民币, 6.69 ,
07,31,记账-0241,192,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：电子监测仪】,人民币, 17.56 ,
07,31,记账-0241,193,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：抛撒布雷车】,人民币, 6.67 ,
07,31,记账-0241,194,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：战场伪装规划与辅助决策系统】,人民币, 5.60 ,
07,31,记账-0241,195,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：交互式使用维护操作支持模块】,人民币, 2.69 ,
07,31,记账-0241,196,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：kj体系贡献率评估项目】,人民币, 0.27 ,
07,31,记账-0241,197,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：空降兵特种作战增强现实头盔】,人民币, 7.54 ,
07,31,记账-0241,198,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：民用飞机改医疗飞机】,人民币, 0.81 ,
07,31,记账-0241,199,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装甲模拟训练器】,人民币, -14.84 ,
07,31,记账-0241,200,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币, 11.12 ,
07,31,记账-0241,201,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：陆工大体系评估】,人民币, 15.56 ,
07,31,记账-0241,202,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：装工院体系评估】,人民币, 3.70 ,
07,31,记账-0241,203,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：无锡一所体系评估】,人民币, 3.34 ,
07,31,记账-0241,204,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：无锡一所仿真实验室建设】,人民币, 3.07 ,
07,31,记账-0241,205,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：28所数据分析】,人民币, 6.74 ,
07,31,记账-0241,206,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：32基地数据分析】,人民币, 1.40 ,
07,31,记账-0241,207,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：南炮训练中心建设】,人民币, 0.93 ,
07,31,记账-0241,208,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：310所体系评估】,人民币, 1.35 ,
07,31,记账-0241,209,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：706所体系评估】,人民币, 1.35 ,
07,31,记账-0241,210,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：航天七院体系评估】,人民币, 1.35 ,
07,31,记账-0241,211,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：723所体系评估】,人民币, 9.43 ,
07,31,记账-0241,212,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：14所体系评估】,人民币, 6.74 ,
07,31,记账-0241,213,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：三维伪装场景仿真建模】,人民币, 0.27 ,
07,31,记账-0241,214,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：扬州江都国土项目】,人民币, 4.04 ,
07,31,记账-0241,215,计提7月份社保、公积金,66010305,66010305\销售费用\社会保险费\生育保险费,【部门档案：营销中心】【软件项目辅助核算：北京项目公摊】,人民币, 44.46 ,
07,31,记账-0241,264,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：产品开发部】【软件项目辅助核算：民航项目公摊】,人民币, 50.00 ,
07,31,记账-0241,281,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：仿真理论教学系统（SBT）】,人民币, 140.00 ,
07,31,记账-0241,282,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：培训一体化管理平台】,人民币, 192.50 ,
07,31,记账-0241,283,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：风电场VR训练平台】,人民币, 52.50 ,
07,31,记账-0241,284,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：陆军特战学院无人侦察机模拟训练项目】,人民币, 140.00 ,
07,31,记账-0241,285,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：成飞611所培训一体化平台】,人民币, 105.00 ,
07,31,记账-0241,286,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：SBT虚拟仿真训练系统】,人民币, 70.00 ,
07,31,记账-0241,287,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：障碍物智能评估系统】,人民币, 157.50 ,
07,31,记账-0241,288,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：电科27所试验数据服务系统】,人民币, 35.00 ,
07,31,记账-0241,289,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：大电力板块（包含风电+输电体系）】,人民币, 140.00 ,
07,31,记账-0241,290,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：中国商飞模拟器及训练产品销售项目】,人民币, 157.50 ,
07,31,记账-0241,291,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：通航训练器产品】,人民币, 105.00 ,
07,31,记账-0241,292,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：培训销售部】【软件项目辅助核算：海航大VR实训交互系统项目】,人民币, 105.00 ,
07,31,记账-0241,311,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：电子监测仪】,人民币, 167.50 ,
07,31,记账-0241,312,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：抛撒布雷车】,人民币, 81.00 ,
07,31,记账-0241,313,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：战场伪装规划与辅助决策系统】,人民币, 70.00 ,
07,31,记账-0241,314,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：交互式使用维护操作支持模块】,人民币, 25.00 ,
07,31,记账-0241,315,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：kj体系贡献率评估项目】,人民币, 2.50 ,
07,31,记账-0241,316,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：空降兵特种作战增强现实头盔】,人民币, 92.50 ,
07,31,记账-0241,317,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：民用飞机改医疗飞机】,人民币, 7.50 ,
07,31,记账-0241,318,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：装甲模拟训练器】,人民币, 125.00 ,
07,31,记账-0241,319,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：装技所体系评估】,人民币, 135.00 ,
07,31,记账-0241,320,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：陆工大体系评估】,人民币, 189.00 ,
07,31,记账-0241,321,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：装工院体系评估】,人民币, 197.50 ,
07,31,记账-0241,322,计提7月份社保、公积金,660104,660104\销售费用\住房公积金,【部门档案：营销中心】【软件项目辅助核算：无锡一所体系评估】,人民币, 40.00 ,
